"priority","url"
"0.8","https://www.bookaway.com/routes/thailand/suratthani-to-koh-phangan/standard-bus-ferry-by-songserm-4"
"1.0","https://www.bookaway.com/suppliers/songserm"
"0.5","https://www.bookaway.com/s/thailand/koh-tao-to-suratthani"
"1.0","https://www.bookaway.com/routes/thailand/koh-tao-to-suratthani"
"0.8","https://www.bookaway.com/routes/thailand/koh-tao-to-suratthani/standard-bus-ferry-by-songserm-5"
"0.5","https://www.bookaway.com/s/thailand/suratthani-to-koh-tao"
"1.0","https://www.bookaway.com/routes/thailand/suratthani-to-koh-tao"
"0.8","https://www.bookaway.com/routes/thailand/suratthani-to-koh-tao/standard-bus-ferry-by-songserm-5"
"1.0","https://www.bookaway.com/suppliers/songserm"
"0.5","https://www.bookaway.com/s/thailand/koh-phangan-to-suratthani"
"1.0","https://www.bookaway.com/routes/thailand/koh-phangan-to-suratthani"
"0.8","https://www.bookaway.com/routes/thailand/koh-phangan-to-suratthani/standard-bus-ferry-by-songserm-6"
"0.5","https://www.bookaway.com/s/thailand/suratthani-to-koh-phangan"
"1.0","https://www.bookaway.com/routes/thailand/suratthani-to-koh-phangan"
"0.8","https://www.bookaway.com/routes/thailand/suratthani-to-koh-phangan/standard-bus-ferry-by-songserm-6"
"1.0","https://www.bookaway.com/suppliers/songserm"
"0.5","https://www.bookaway.com/s/thailand/koh-samui-to-ao-nang"
"1.0","https://www.bookaway.com/routes/thailand/koh-samui-to-ao-nang"
